id,qname,heading,text,type,diagram,website,updated
,Activity,Activity,"An activity is something that occurs over a period of time and acts upon or with entities; it may include consuming, processing, transforming, modifying, relocating, using, or generating entities.",Class,http://www.w3.org/ns/prov/diagrams/Activity.dot.svg,http://www.w3.org/ns/prov/Activity,2026-07-24T11:10:30.459634
,asInBundle,asInBundle,"prov:asInBundle is used to specify which bundle the general entity of a prov:mentionOf property is described.

When :x prov:mentionOf :y and :y is described in Bundle :b, the triple :x prov:asInBundle :b is also asserted to cite the Bundle in which :y was described.",ObjectProperty,,http://www.w3.org/ns/prov/asInBundle,2026-07-24T11:10:30.459634
,describesService,describesService,relates a generic provenance query service resource (type prov:ServiceDescription) to a specific query service description (e.g. a prov:DirectQueryService or a sd:Service).,ObjectProperty,,http://www.w3.org/ns/prov/describesService,2026-07-24T11:10:30.459634
,hadDictionaryMember,hadDictionaryMember,Describes the key-entity pair that was member of a prov:Dictionary. A dictionary can have multiple members.,ObjectProperty,,http://www.w3.org/ns/prov/hadDictionaryMember,2026-07-24T11:10:30.459634
,has_anchor,has_anchor,Indicates anchor URI for a potentially dynamic resource instance.,ObjectProperty,,http://www.w3.org/ns/prov/has_anchor,2026-07-24T11:10:30.459634
,has_provenance,has_provenance,Indicates a provenance-URI for a resource; the resource identified by this property presents a provenance record about its subject or anchor resource.,ObjectProperty,,http://www.w3.org/ns/prov/has_provenance,2026-07-24T11:10:30.459634
,has_query_service,hasProvenanceService,Indicates a provenance query service that can access provenance related to its subject or anchor resource.,ObjectProperty,,http://www.w3.org/ns/prov/has_query_service,2026-07-24T11:10:30.459634
,pingback,provenance pingback,Relates a resource to a provenance pingback service that may receive additional provenance links about the resource.,ObjectProperty,,http://www.w3.org/ns/prov/pingback,2026-07-24T11:10:30.459634
,qualifiedInsertion,qualifiedInsertion,"prov:qualifiedInsertion shows the details of an insertion, in particular the inserted key-entity pairs.",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedInsertion,2026-07-24T11:10:30.459634
,qualifiedRemoval,qualifiedRemoval,"prov:qualifiedRemoval shows the details of a removal, in particular the removed keys.",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedRemoval,2026-07-24T11:10:30.459634
,derivedByInsertionFrom,derivedByInsertionFrom,"The dictionary was derived from the other by insertion. Can be qualified with prov:qualifiedInsertion, which shows details of the insertion, in particular the inserted key-entity pairs.",ObjectProperty,,http://www.w3.org/ns/prov/derivedByInsertionFrom,2026-07-24T11:10:30.459634
,derivedByRemovalFrom,derivedByRemovalFrom,"The dictionary was derived from the other by removal. Can be qualified with prov:qualifiedRemoval, which shows details of the removal, in particular the removed keys.",ObjectProperty,,http://www.w3.org/ns/prov/derivedByRemovalFrom,2026-07-24T11:10:30.459634
,generated,generated,,ObjectProperty,,http://www.w3.org/ns/prov/generated,2026-07-24T11:10:30.459634
,hadGeneration,hadGeneration,The _optional_ Generation involved in an Entity's Derivation.,ObjectProperty,,http://www.w3.org/ns/prov/hadGeneration,2026-07-24T11:10:30.459634
,hadPlan,hadPlan,The _optional_ Plan adopted by an Agent in Association with some Activity. Plan specifications are out of the scope of this specification.,ObjectProperty,,http://www.w3.org/ns/prov/hadPlan,2026-07-24T11:10:30.459634
,hadUsage,hadUsage,The _optional_ Usage involved in an Entity's Derivation.,ObjectProperty,,http://www.w3.org/ns/prov/hadUsage,2026-07-24T11:10:30.459634
,insertedKeyEntityPair,insertedKeyEntityPair,An object property to refer to the prov:KeyEntityPair inserted into a prov:Dictionary.,ObjectProperty,,http://www.w3.org/ns/prov/insertedKeyEntityPair,2026-07-24T11:10:30.459634
,invalidated,invalidated,,ObjectProperty,,http://www.w3.org/ns/prov/invalidated,2026-07-24T11:10:30.459634
,mentionOf,mentionOf,"prov:mentionOf is used to specialize an entity as described in another bundle. It is to be used in conjuction with prov:asInBundle.

prov:asInBundle is used to cite the Bundle in which the generalization was mentioned.",ObjectProperty,,http://www.w3.org/ns/prov/mentionOf,2026-07-24T11:10:30.459634
,pairEntity,pairKey,"The entity of a prov:KeyEntityPair, which is an element of a prov:Dictionary.",ObjectProperty,,http://www.w3.org/ns/prov/pairEntity,2026-07-24T11:10:30.459634
,atLocation,atLocation,The Location of any resource.,ObjectProperty,,http://www.w3.org/ns/prov/atLocation,2026-07-24T11:10:30.459634
,dictionary,dictionary,The property used by a prov:Insertion and prov:Removal to cite the prov:Dictionary that was prov:derivedByInsertionFrom or prov:derivedByRemovalFrom another dictionary.,ObjectProperty,,http://www.w3.org/ns/prov/dictionary,2026-07-24T11:10:30.459634
,hadActivity,hadActivity,"This property has multiple RDFS domains to suit multiple OWL Profiles. See <a href=""#owl-profile"">PROV-O OWL Profile</a>.",ObjectProperty,,http://www.w3.org/ns/prov/hadActivity,2026-07-24T11:10:30.459634
,hadMember,hadMember,,ObjectProperty,,http://www.w3.org/ns/prov/hadMember,2026-07-24T11:10:30.459634
,hadRole,hadRole,"prov:hadRole references the Role (i.e. the function of an entity with respect to an activity), in the context of an instantaneous usage, generation, association, start, and end.",ObjectProperty,,http://www.w3.org/ns/prov/hadRole,2026-07-24T11:10:30.459634
,wasInformedBy,wasInformedBy,"An activity a2 is dependent on or informed by another activity a1, by way of some unspecified entity that is generated by a1 and used by a2.",ObjectProperty,,http://www.w3.org/ns/prov/wasInformedBy,2026-07-24T11:10:30.459634
,actedOnBehalfOf,actedOnBehalfOf,An object property to express the accountability of an agent towards another agent. The subordinate agent acted on behalf of the responsible agent in an actual activity. ,ObjectProperty,,http://www.w3.org/ns/prov/actedOnBehalfOf,2026-07-24T11:10:30.459634
,alternateOf,alternateOf,"Two alternate entities present aspects of the same thing. These aspects may be the same or different, and the alternate entities may or may not overlap in time.",ObjectProperty,,http://www.w3.org/ns/prov/alternateOf,2026-07-24T11:10:30.459634
,influenced,influenced,,ObjectProperty,,http://www.w3.org/ns/prov/influenced,2026-07-24T11:10:30.459634
,qualifiedAssociation,qualifiedAssociation,"If this Activity prov:wasAssociatedWith Agent :ag, then it can qualify the Association using prov:qualifiedAssociation [ a prov:Association;  prov:agent :ag; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedAssociation,2026-07-24T11:10:30.459634
,qualifiedAttribution,qualifiedAttribution,"If this Entity prov:wasAttributedTo Agent :ag, then it can qualify how it was influenced using prov:qualifiedAttribution [ a prov:Attribution;  prov:agent :ag; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedAttribution,2026-07-24T11:10:30.459634
,qualifiedCommunication,qualifiedCommunication,"If this Activity prov:wasInformedBy Activity :a, then it can qualify how it was influenced using prov:qualifiedCommunication [ a prov:Communication;  prov:activity :a; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedCommunication,2026-07-24T11:10:30.459634
,qualifiedDelegation,qualifiedDelegation,"If this Agent prov:actedOnBehalfOf Agent :ag, then it can qualify how with prov:qualifiedResponsibility [ a prov:Responsibility;  prov:agent :ag; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedDelegation,2026-07-24T11:10:30.459634
,qualifiedEnd,qualifiedEnd,"If this Activity prov:wasEndedBy Entity :e1, then it can qualify how it was ended using prov:qualifiedEnd [ a prov:End;  prov:entity :e1; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedEnd,2026-07-24T11:10:30.459634
,qualifiedGeneration,qualifiedGeneration,"If this Activity prov:generated Entity :e, then it can qualify how it performed the Generation using prov:qualifiedGeneration [ a prov:Generation;  prov:entity :e; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedGeneration,2026-07-24T11:10:30.459634
,qualifiedInvalidation,qualifiedInvalidation,"If this Entity prov:wasInvalidatedBy Activity :a, then it can qualify how it was invalidated using prov:qualifiedInvalidation [ a prov:Invalidation;  prov:activity :a; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedInvalidation,2026-07-24T11:10:30.459634
,qualifiedPrimarySource,qualifiedPrimarySource,"If this Entity prov:hadPrimarySource Entity :e, then it can qualify how using prov:qualifiedPrimarySource [ a prov:PrimarySource; prov:entity :e; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedPrimarySource,2026-07-24T11:10:30.459634
,qualifiedQuotation,qualifiedQuotation,"If this Entity prov:wasQuotedFrom Entity :e, then it can qualify how using prov:qualifiedQuotation [ a prov:Quotation;  prov:entity :e; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedQuotation,2026-07-24T11:10:30.459634
,qualifiedRevision,qualifiedRevision,"If this Entity prov:wasRevisionOf Entity :e, then it can qualify how it was revised using prov:qualifiedRevision [ a prov:Revision;  prov:entity :e; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedRevision,2026-07-24T11:10:30.459634
,qualifiedStart,qualifiedStart,"If this Activity prov:wasStartedBy Entity :e1, then it can qualify how it was started using prov:qualifiedStart [ a prov:Start;  prov:entity :e1; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedStart,2026-07-24T11:10:30.459634
,qualifiedUsage,qualifiedUsage,"If this Activity prov:used Entity :e, then it can qualify how it used it using prov:qualifiedUsage [ a prov:Usage; prov:entity :e; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedUsage,2026-07-24T11:10:30.459634
,specializationOf,specializationOf,"An entity that is a specialization of another shares all aspects of the latter, and additionally presents more specific aspects of the same thing as the latter. In particular, the lifetime of the entity being specialized contains that of any specialization. Examples of aspects include a time period, an abstraction, and a context associated with the entity.",ObjectProperty,,http://www.w3.org/ns/prov/specializationOf,2026-07-24T11:10:30.459634
,used,used,"A prov:Entity that was used by this prov:Activity. For example, :baking prov:used :spoon, :egg, :oven .",ObjectProperty,,http://www.w3.org/ns/prov/used,2026-07-24T11:10:30.459634
,wasAssociatedWith,wasAssociatedWith,An prov:Agent that had some (unspecified) responsibility for the occurrence of this prov:Activity.,ObjectProperty,,http://www.w3.org/ns/prov/wasAssociatedWith,2026-07-24T11:10:30.459634
,wasEndedBy,wasEndedBy,"End is when an activity is deemed to have ended. An end may refer to an entity, known as trigger, that terminated the activity.",ObjectProperty,,http://www.w3.org/ns/prov/wasEndedBy,2026-07-24T11:10:30.459634
,wasGeneratedBy,wasGeneratedBy,,ObjectProperty,,http://www.w3.org/ns/prov/wasGeneratedBy,2026-07-24T11:10:30.459634
,wasInvalidatedBy,wasInvalidatedBy,,ObjectProperty,,http://www.w3.org/ns/prov/wasInvalidatedBy,2026-07-24T11:10:30.459634
,wasStartedBy,wasStartedBy,"Start is when an activity is deemed to have started. A start may refer to an entity, known as trigger, that initiated the activity.",ObjectProperty,,http://www.w3.org/ns/prov/wasStartedBy,2026-07-24T11:10:30.459634
,hadPrimarySource,hadPrimarySource,,ObjectProperty,,http://www.w3.org/ns/prov/hadPrimarySource,2026-07-24T11:10:30.459634
,influencer,influencer,"This property is used as part of the qualified influence pattern. Subclasses of prov:Influence use these subproperties to reference the resource (Entity, Agent, or Activity) whose influence is being qualified.",ObjectProperty,,http://www.w3.org/ns/prov/influencer,2026-07-24T11:10:30.459634
,wasAttributedTo,wasAttributedTo,Attribution is the ascribing of an entity to an agent.,ObjectProperty,,http://www.w3.org/ns/prov/wasAttributedTo,2026-07-24T11:10:30.459634
,wasQuotedFrom,wasQuotedFrom,"An entity is derived from an original entity by copying, or 'quoting', some or all of it.",ObjectProperty,,http://www.w3.org/ns/prov/wasQuotedFrom,2026-07-24T11:10:30.459634
,wasRevisionOf,wasRevisionOf,A revision is a derivation that revises an entity into a revised version.,ObjectProperty,,http://www.w3.org/ns/prov/wasRevisionOf,2026-07-24T11:10:30.459634
,activity,activity,"The prov:activity property references an prov:Activity which influenced a resource. This property applies to an prov:ActivityInfluence, which is given by a subproperty of prov:qualifiedInfluence from the influenced prov:Entity, prov:Activity or prov:Agent.",ObjectProperty,,http://www.w3.org/ns/prov/activity,2026-07-24T11:10:30.459634
,agent,agent,"The prov:agent property references an prov:Agent which influenced a resource. This property applies to an prov:AgentInfluence, which is given by a subproperty of prov:qualifiedInfluence from the influenced prov:Entity, prov:Activity or prov:Agent.",ObjectProperty,,http://www.w3.org/ns/prov/agent,2026-07-24T11:10:30.459634
,qualifiedDerivation,qualifiedDerivation,"If this Entity prov:wasDerivedFrom Entity :e, then it can qualify how it was derived using prov:qualifiedDerivation [ a prov:Derivation;  prov:entity :e; :foo :bar ].",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedDerivation,2026-07-24T11:10:30.459634
,entity,entity,"The prov:entity property references an prov:Entity which influenced a resource. This property applies to an prov:EntityInfluence, which is given by a subproperty of prov:qualifiedInfluence from the influenced prov:Entity, prov:Activity or prov:Agent.",ObjectProperty,,http://www.w3.org/ns/prov/entity,2026-07-24T11:10:30.459634
,wasDerivedFrom,wasDerivedFrom,"A derivation is a transformation of an entity into another, an update of an entity resulting in a new one, or the construction of a new entity based on a pre-existing entity.",ObjectProperty,,http://www.w3.org/ns/prov/wasDerivedFrom,2026-07-24T11:10:30.459634
,qualifiedInfluence,qualifiedInfluence,"Because prov:qualifiedInfluence is a broad relation, the more specific relations (qualifiedCommunication, qualifiedDelegation, qualifiedEnd, etc.) should be used when applicable.",ObjectProperty,,http://www.w3.org/ns/prov/qualifiedInfluence,2026-07-24T11:10:30.459634
,wasInfluencedBy,wasInfluencedBy,"Because prov:wasInfluencedBy is a broad relation, its more specific subproperties (e.g. prov:wasInformedBy, prov:actedOnBehalfOf, prov:wasEndedBy, etc.) should be used when applicable.",ObjectProperty,,http://www.w3.org/ns/prov/wasInfluencedBy,2026-07-24T11:10:30.459634
,provenanceUriTemplate,provenanceUriTemplate,Relates a provenance service to a URI template string for constructing provenance-URIs.,DatatypeProperty,,http://www.w3.org/ns/prov/provenanceUriTemplate,2026-07-24T11:10:30.459634
,value,value,Provides a value that is a direct representation of an entity.,DatatypeProperty,,http://www.w3.org/ns/prov/value,2026-07-24T11:10:30.459634
,endedAtTime,endedAtTime,The time at which an activity ended. See also prov:startedAtTime.,DatatypeProperty,,http://www.w3.org/ns/prov/endedAtTime,2026-07-24T11:10:30.459634
,generatedAtTime,generatedAtTime,The time at which an entity was completely created and is available for use.,DatatypeProperty,,http://www.w3.org/ns/prov/generatedAtTime,2026-07-24T11:10:30.459634
,invalidatedAtTime,invalidatedAtTime,"The time at which an entity was invalidated (i.e., no longer usable).",DatatypeProperty,,http://www.w3.org/ns/prov/invalidatedAtTime,2026-07-24T11:10:30.459634
,pairKey,pairKey,"The key of a prov:KeyEntityPair, which is an element of a prov:Dictionary.",DatatypeProperty,,http://www.w3.org/ns/prov/pairKey,2026-07-24T11:10:30.459634
,removedKey,removedKey,The key removed in a Removal.,DatatypeProperty,,http://www.w3.org/ns/prov/removedKey,2026-07-24T11:10:30.459634
